"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","score","zona","clasif_sbs","nivel_educ","exp_sf_clean","linea_sf_clean","deuda_sf_clean","nivel_educ_clean","vivienda_clean","zona_clean","exp_sf_outlier","linea_sf_outlier","deuda_sf_outlier"
0,1,"PROPIA",46,10108,90,12,30000,3729.66,3576.49,196,"Lima",0,"SIN EDUCACION",90,3729.66,0,"Media o menos","Propia","Lima",TRUE,FALSE,FALSE
0,0,"PROPIA",48,12087,56,12,4200,2420.06,571.65,224,"Lima",0,"UNIVERSITARIA",56,2420.06,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4813,34,12,7359,45283.2,522.51,200,"Lima",0,"UNIVERSITARIA",34,45283.2,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,8,"PROPIA",38,5635,58,12,8000,NA,389.49,221,"Lima",0,"UNIVERSITARIA",58,0,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",51,4843,106,12,9000,121543.4,49719.07,197,"Lima",1,"UNIVERSITARIA",106,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",35,3840,71,12,6282,23064,459.6,202,"Moquegua",2,"UNIVERSITARIA",71,23064,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",42,7643,107,12,18000,121543.4,23385.45,238,"Lima",0,"UNIVERSITARIA",107,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",56,6456,87,12,13500,71239.3,54443.2,192,"Lima",0,"UNIVERSITARIA",87,71239.3,0,"Alta","No Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",65,11661,69,12,6700,38200,4406.78,238,"Tacna",0,"UNIVERSITARIA",69,38200,0,"Alta","Propia","OTRAS",FALSE,TRUE,FALSE
0,1,"PROPIA",37,8647,60,12,19500,94960,7036.34,221,"Lima",1,"UNIVERSITARIA",60,94960,0,"Alta","Propia","Lima",FALSE,TRUE,FALSE
0,0,"PROPIA",54,10383,115,12,30000,121543.4,42086.76,212,"Lima",1,"UNIVERSITARIA",115,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",56,7857,116,12,16400,121200,1315.63,264,"Lima",0,"UNIVERSITARIA",116,121200,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",45,6670,68,11,29180,79000,21.68,205,"Lima",0,"UNIVERSITARIA",68,79000,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"PROPIA",63,4874,91,12,18000,21824.9,0,218,"Lima",0,"UNIVERSITARIA",91,21824.9,0,"Alta","Propia","Lima",TRUE,FALSE,FALSE
0,0,"FAMILIAR",30,5056,11,12,5300,1547.1,1593.15,200,"Lima",0,"UNIVERSITARIA",11,1547.1,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",36,6151,39,12,19500,2551.22,3170.3,220,"Lima",0,"UNIVERSITARIA",39,2551.22,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",36,6456,98,12,21300,110375.9,7117.6,221,"Lima",0,"UNIVERSITARIA",98,110375.9,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",40,8251,87,12,30000,54636.69,4059.87,224,"Lima",0,"UNIVERSITARIA",87,54636.69,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",49,6456,95,12,27000,23236.86,9546.91,219,"Lima",0,"UNIVERSITARIA",95,23236.86,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
0,0,"FAMILIAR",41,6456,18,12,23277,10686.68,4001.44,205,"Lima",0,"UNIVERSITARIA",18,10686.68,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,7,"FAMILIAR",39,6456,NA,12,15000,400,0,209,"Callao",0,"UNIVERSITARIA",20,400,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",49,6031,33,12,26000,2799.69,0,222,"Lima",0,"UNIVERSITARIA",33,2799.69,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",34,6974,121,12,15600,96900,2193.35,232,"Lambayeque",0,"TECNICA",121,96900,0,"Media o menos","Propia","OTRAS",TRUE,TRUE,FALSE
0,0,"FAMILIAR",64,6456,87,12,30000,2842.94,0,225,"Lima",0,"SIN EDUCACION",87,2842.94,0,"Media o menos","No Propia","Lima",TRUE,FALSE,FALSE
0,0,"PROPIA",48,6456,100,12,2100,121543.4,3336.91,216,"Lima",0,"UNIVERSITARIA",100,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",59,8831,NA,12,30000,121543.4,0,207,"Lima",1,"UNIVERSITARIA",20,121543.4,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"PROPIA",55,9012,57,12,9300,47750,605.71,238,"Lima",0,"UNIVERSITARIA",57,47750,0,"Alta","Propia","Lima",FALSE,TRUE,FALSE
0,0,"PROPIA",53,4570,106,12,30000,121543.4,0,219,"Lima",3,"UNIVERSITARIA",106,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",59,5847,89,12,15467,3651.37,57094.38,231,"Lima",0,"UNIVERSITARIA",89,3651.37,0,"Alta","Propia","Lima",TRUE,FALSE,FALSE
0,0,"PROPIA",45,9865,62,12,15350,121543.4,15950.91,217,"Lima",0,"UNIVERSITARIA",62,121543.4,0,"Alta","Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",29,6090,94,12,5250,22647.71,8401.63,214,"Lima",0,"UNIVERSITARIA",94,22647.71,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
0,0,"PROPIA",54,9012,87,12,30000,7480.16,1918.67,238,"Lima",0,"UNIVERSITARIA",87,7480.16,0,"Alta","Propia","Lima",TRUE,FALSE,FALSE
0,0,"FAMILIAR",32,6000,41,12,7500,4000,0,219,"Lima",0,"UNIVERSITARIA",41,4000,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",54,15587,87,12,24000,5406.83,3096.7,214,"Lima",0,"UNIVERSITARIA",87,5406.83,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
0,0,"FAMILIAR",63,9347,99,12,9880.73,32416.61,8643.58,219,"Moquegua",0,"UNIVERSITARIA",99,32416.61,0,"Alta","No Propia","OTRAS",TRUE,TRUE,FALSE
0,0,"PROPIA",48,5970,124,12,23000,121543.4,6237.59,224,"Lima",0,"UNIVERSITARIA",124,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",39,7520,121,12,12450,98160,57094.38,240,"Moquegua",0,"UNIVERSITARIA",121,98160,0,"Alta","Propia","OTRAS",TRUE,TRUE,FALSE
0,0,"PROPIA",59,10473,121,12,30000,121543.4,14872.09,211,"Lima",0,"UNIVERSITARIA",121,121543.4,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"PROPIA",65,20580,38,12,20000,7697.81,2804.8,238,"Arequipa",0,"UNIVERSITARIA",38,7697.81,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",38,7520,111,12,12450,39070,70.57,240,"Moquegua",0,"UNIVERSITARIA",111,39070,0,"Alta","Propia","OTRAS",TRUE,TRUE,FALSE
1,245,"FAMILIAR",43,6456,7,12,29422,40603.97,13571.59,214,"Lima",4,"UNIVERSITARIA",7,40603.97,13571.59,"Alta","No Propia","Lima",FALSE,TRUE,TRUE
1,238,"FAMILIAR",40,4629,17,0,10000,25526.76,25526.76,185,"Lima",4,"UNIVERSITARIA",17,25526.76,25526.76,"Alta","No Propia","Lima",FALSE,TRUE,TRUE
1,238,"FAMILIAR",40,4629,17,0,10000,25526.76,25526.76,185,"Lima",4,"UNIVERSITARIA",17,25526.76,25526.76,"Alta","No Propia","Lima",FALSE,TRUE,TRUE
1,219,"PROPIA",39,4904,90,7,15000,14906.78,0,221,"Lima",0,"UNIVERSITARIA",90,14906.78,2924.88,"Alta","Propia","Lima",TRUE,FALSE,FALSE
1,4,"FAMILIAR",24,5209,NA,1,3876,769.45,35563.7,186,"Lima",2,"TECNICA",20,769.45,35563.7,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,219,"FAMILIAR",48,8647,94,12,2500,3983.01,3170.09,217,"Lima",2,"UNIVERSITARIA",94,3983.01,3170.09,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,24,"FAMILIAR",37,3960,7,0,2400,3585.64,413.14,179,"Lima",1,"TECNICA",7,3585.64,413.14,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,24,"PROPIA",40,5026,6,0,1065.19,271.97,396.13,187,"Loreto",0,"UNIVERSITARIA",6,271.97,396.13,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"FAMILIAR",28,3460,NA,11,1372.4,1976.78,1400.54,175,"Lima",0,"TECNICA",20,1976.78,1400.54,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",29,5209,8,8,29000,1604.22,359.11,216,"Lambayeque",3,"SECUNDARIA",8,1604.22,359.11,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,4874,7,0,2146,288.9,245.07,220,"Lima",0,"TECNICA",7,288.9,245.07,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"FAMILIAR",23,4113,NA,10,1400,1015.78,2101.83,151,"Loreto",0,"TECNICA",20,1015.78,2101.83,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,35,"FAMILIAR",44,4356,NA,12,2000,969.03,1531.24,173,"Lima",2,"UNIVERSITARIA",20,969.03,1531.24,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,23,"FAMILIAR",22,4233,10,0,6507.63,7868.77,1862.71,200,"Callao",2,"UNIVERSITARIA",10,7868.77,1862.71,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",42,6456,9,0,705.25,NA,448.1,207,"Loreto",4,"UNIVERSITARIA",9,0,448.1,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,4813,15,12,2500,1284.66,193.41,204,"Lima",2,"TECNICA",15,1284.66,193.41,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,21,"FAMILIAR",29,4660,11,0,1450,3983.52,0,157,"Lima",1,"TECNICA",11,3983.52,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",49,6821,NA,5,2435.11,5897.65,2893.72,216,"Callao",4,"TECNICA",20,5897.65,2893.72,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",38,5108,NA,2,1315.6,1400,930.03,150,"Ucayali",0,"TECNICA",20,1400,930.03,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,12,"FAMILIAR",25,4088,NA,3,3000,1024.24,45697.52,169,"La Libertad",0,"UNIVERSITARIA",20,1024.24,45697.52,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"PROPIA",36,4417,37,5,2000,13718.28,7192.76,213,"Lima",2,"TECNICA",37,13718.28,7192.76,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",29,4295,NA,12,1000,2440.89,3158.31,168,"Piura",1,"TECNICA",20,2440.89,3158.31,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",33,3748,NA,12,834.91,NA,4739.89,177,"Lima",0,"TECNICA",20,0,4739.89,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,20,"FAMILIAR",31,3748,NA,4,733,1300,2043.4,183,"Lima",1,"UNIVERSITARIA",20,1300,2043.4,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,33,"FAMILIAR",29,4598,15,12,1000,2666.22,429.01,175,"Callao",2,"TECNICA",15,2666.22,429.01,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",43,5117,NA,0,6000,325.25,7296.59,154,"Lambayeque",0,"TECNICA",20,325.25,7296.59,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,19,"FAMILIAR",30,4721,NA,1,2000,2587.63,1431.54,168,"Lima",0,"UNIVERSITARIA",20,2587.63,1431.54,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",26,5087,10,0,1200,3325.21,471.81,178,"Lambayeque",1,"UNIVERSITARIA",10,3325.21,471.81,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,30,"FAMILIAR",25,3229,NA,12,1956,NA,2689.26,174,"Loreto",0,"TECNICA",20,0,2689.26,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",30,3595,NA,7,15926,300,26982.92,190,"Lima",1,"SECUNDARIA",20,300,26982.92,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"FAMILIAR",33,6456,NA,0,3000,823.75,1473.9,206,"Callao",0,"TECNICA",20,823.75,1473.9,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",24,3836,NA,2,1674,2752.52,906.74,161,"Piura",1,"TECNICA",20,2752.52,906.74,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",35,8831,NA,5,4100,3004.72,0,192,"La Libertad",0,"SECUNDARIA",20,3004.72,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"PROPIA",43,3750,NA,11,1600,NA,3436.5,204,"Tumbes",0,"TECNICA",20,0,3436.5,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",28,4904,15,12,11900,14685.54,3422.99,185,"Lima",1,"TECNICA",15,14685.54,3422.99,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",30,4690,NA,7,15926,300,26982.92,190,"Lima",1,"SECUNDARIA",20,300,26982.92,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"FAMILIAR",23,4021,6,12,900,4123.67,179.97,175,"Lima",2,"TECNICA",6,4123.67,179.97,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"PROPIA",40,4174,NA,11,1600,NA,1695.72,197,"Loreto",3,"TECNICA",20,0,1695.72,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,8,"FAMILIAR",30,4478,8,11,1500,500.4,249.3,194,"Lima",0,"TECNICA",8,500.4,249.3,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"ALQUILADA",38,3899,NA,0,5192,NA,15055.28,178,"Huanuco",0,"SECUNDARIA",20,0,15055.28,"Media o menos","No Propia","OTRAS",FALSE,FALSE,TRUE
1,1,"PROPIA",28,3899,7,12,700,900,2244.15,194,"Lima",0,"TECNICA",7,900,2244.15,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",38,4813,8,5,6300,1357.74,261.96,202,"Lima",0,"UNIVERSITARIA",8,1357.74,261.96,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,26,"PROPIA",25,5939,NA,12,729.27,26.16,190.44,196,"Lima",0,"TECNICA",20,26.16,190.44,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,6396,NA,12,2500,NA,30558.24,206,"Callao",0,"SECUNDARIA",20,0,30558.24,"Media o menos","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",26,5087,NA,1,20000,1110.6,6268.84,178,"Lambayeque",0,"TECNICA",20,1110.6,6268.84,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",28,3840,6,7,646.25,1500,1135.09,204,"Lima",0,"TECNICA",6,1500,1135.09,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,27,"FAMILIAR",41,4417,NA,2,1400,2660,2538.83,182,"Lima",1,"TECNICA",20,2660,2538.83,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,4,"FAMILIAR",30,4629,13,12,1480,849.15,1498.48,185,"Cuzco",1,"TECNICA",13,849.15,1498.48,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,25,"FAMILIAR",39,6456,7,4,6600,586.9,1879.07,216,"Lima",1,"UNIVERSITARIA",7,586.9,1879.07,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",22,5482,NA,1,1400,1589.12,1725.15,177,"Lima",0,"TECNICA",20,1589.12,1725.15,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,8101,NA,2,2000,4254.87,5449.91,180,"Lima",0,"TECNICA",20,4254.87,5449.91,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",26,4782,12,12,2100,7197.98,5645.3,179,"Loreto",0,"TECNICA",12,7197.98,5645.3,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",22,4233,NA,12,695.25,199.65,2795.09,175,"Lima",1,"TECNICA",20,199.65,2795.09,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"FAMILIAR",38,3601,NA,11,806.77,NA,3965.23,177,"Piura",0,"TECNICA",20,0,3965.23,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,6,"FAMILIAR",55,5817,NA,1,10000,548.32,49574.06,216,"Lambayeque",0,"SECUNDARIA",20,548.32,49574.06,"Media o menos","No Propia","OTRAS",FALSE,FALSE,TRUE
1,24,"FAMILIAR",32,3933,9,12,1610.16,1799,1268.41,175,"Cajamarca",1,"TECNICA",9,1799,1268.41,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,5574,36,1,2000,3039.92,0,196,"Lima",0,"TECNICA",36,3039.92,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,25,"FAMILIAR",26,4629,9,12,2100,3123.71,2577.7,186,"Lima",1,"TECNICA",9,3123.71,2577.7,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,18,"FAMILIAR",48,9378,NA,4,2109.29,2346.06,1569.84,205,"La Libertad",1,"UNIVERSITARIA",20,2346.06,1569.84,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",47,8070,NA,0,3000,942.69,5274.53,193,"Lambayeque",0,"TECNICA",20,942.69,5274.53,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,6,"FAMILIAR",41,7127,NA,7,8000,9951.91,23368.78,197,"La Libertad",0,"TECNICA",20,9951.91,23368.78,"Media o menos","No Propia","OTRAS",FALSE,FALSE,TRUE
1,8,"FAMILIAR",36,4598,11,0,3000,6010.99,1958.09,187,"Cajamarca",2,"TECNICA",11,6010.99,1958.09,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",39,4813,15,1,3503.33,3959.9,400.31,182,"Lambayeque",0,"UNIVERSITARIA",15,3959.9,400.31,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,9,"FAMILIAR",44,4598,8,8,700,354.2,377.53,182,"Callao",0,"TECNICA",8,354.2,377.53,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,5,"FAMILIAR",41,4144,NA,2,2000,3736,4659.32,165,"Callao",1,"TECNICA",20,3736,4659.32,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"PROPIA",26,3996,NA,10,972.98,NA,2649.49,188,"Tumbes",0,"TECNICA",20,0,2649.49,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,22,"FAMILIAR",27,4598,NA,4,1800,2621.01,19371.24,174,"Lima",1,"TECNICA",20,2621.01,19371.24,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,3,"FAMILIAR",41,4295,7,10,5100,1734.34,1731.21,200,"Tumbes",4,"UNIVERSITARIA",7,1734.34,1731.21,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,15,"FAMILIAR",32,4904,NA,12,1806.2,1207.1,0,194,"La Libertad",1,"UNIVERSITARIA",20,1207.1,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,6031,6,12,1650,NA,240.8,171,"Loreto",0,"SECUNDARIA",6,0,240.8,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",23,5513,7,12,1000,629.05,192.61,183,"Lima",0,"TECNICA",7,629.05,192.61,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",25,3708,NA,11,1491.04,2502.06,6371.52,169,"Piura",1,"TECNICA",20,2502.06,6371.52,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",24,4629,8,12,1292.67,619.54,725.14,195,"Ucayali",0,"UNIVERSITARIA",8,619.54,725.14,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"FAMILIAR",22,3654,NA,10,959.2,NA,2047.61,180,"Lima",0,"TECNICA",20,0,2047.61,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"PROPIA",22,3759,NA,12,872.43,NA,1068.78,194,"Ucayali",0,"TECNICA",20,0,1068.78,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,21,"ALQUILADA",27,5694,12,4,4200,2390.52,2370.31,179,"Lima",0,"UNIVERSITARIA",12,2390.52,2370.31,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,23,"FAMILIAR",33,7247,19,5,2000,4963.86,782.29,160,"Lima",1,"TECNICA",19,4963.86,782.29,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"PROPIA",40,3827,NA,11,1424.42,NA,2349.26,218,"Tumbes",0,"TECNICA",20,0,2349.26,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",36,3930,47,11,3550,3300,2443.13,195,"San Martin",1,"UNIVERSITARIA",47,3300,2443.13,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,245,"FAMILIAR",53,15406,91,12,4500,42857.75,14532.93,195,"Lima",0,"TECNICA",91,42857.75,14532.93,"Media o menos","No Propia","Lima",TRUE,TRUE,TRUE
1,0,"FAMILIAR",61,3779,6,7,9625,33809.05,6244.96,238,"Lima",0,"UNIVERSITARIA",6,33809.05,6244.96,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,2,"FAMILIAR",36,4083,NA,12,952.46,13238.75,957.27,194,"La Libertad",1,"TECNICA",20,13238.75,957.27,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",43,3930,NA,12,2200,NA,5850.12,190,"Loreto",0,"TECNICA",20,0,5850.12,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"FAMILIAR",34,4629,NA,12,1068.84,NA,9537.32,172,"Ica",0,"TECNICA",20,0,9537.32,"Media o menos","No Propia","OTRAS",FALSE,FALSE,TRUE
1,25,"PROPIA",65,4174,NA,6,28753,NA,0,254,"Ica",0,"SECUNDARIA",20,0,2924.88,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,11,"FAMILIAR",24,4935,NA,12,2100,6424.32,0,173,"Lima",1,"TECNICA",20,6424.32,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",42,6456,24,0,1623,2989.04,48.56,170,"Loreto",0,"TECNICA",24,2989.04,48.56,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,53,"FAMILIAR",21,4021,11,12,2100,1500,3039.06,193,"Lima",2,"UNIVERSITARIA",11,1500,3039.06,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,23,"PROPIA",33,3960,7,12,2000,3898.3,2038.87,199,"Lima",2,"TECNICA",7,3898.3,2038.87,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,7,"FAMILIAR",34,6578,25,12,1700,892.54,0,186,"Callao",0,"TECNICA",25,892.54,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",29,4417,5,12,3433,798.66,1684.34,175,"Madre de Dios",2,"UNIVERSITARIA",5,798.66,1684.34,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,114,"FAMILIAR",36,6456,37,0,10500,NA,0,175,"Lima",0,"UNIVERSITARIA",37,0,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,114,"FAMILIAR",36,6456,37,0,5250,NA,0,194,"Lima",0,"UNIVERSITARIA",37,0,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,1,"PROPIA",25,4509,NA,12,803.48,NA,1823.41,175,"Callao",0,"TECNICA",20,0,1823.41,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",32,6548,NA,6,1500,NA,2688.47,177,"Ica",2,"TECNICA",20,0,2688.47,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"PROPIA",23,4052,NA,12,1211.32,NA,2577.06,168,"Lima",0,"TECNICA",20,0,2577.06,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,1,"PROPIA",30,3991,5,10,750,1496.15,1413.71,213,"Lambayeque",0,"TECNICA",5,1496.15,1413.71,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",35,4598,8,11,718.88,346.8,485.12,175,"Lima",0,"SECUNDARIA",8,346.8,485.12,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"FAMILIAR",28,3868,NA,12,700,500,1101.92,175,"Lima",0,"TECNICA",20,500,1101.92,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",28,4356,NA,8,1000,1151.8,10180.55,174,"Huanuco",0,"UNIVERSITARIA",20,1151.8,10180.55,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",47,5909,NA,12,2140,322.05,0,224,"Lima",0,"UNIVERSITARIA",20,322.05,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"PROPIA",24,3562,NA,10,925.08,NA,2710.09,175,"Ancash",0,"TECNICA",20,0,2710.09,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",21,4325,NA,12,982,914.02,4148.41,156,"Piura",0,"TECNICA",20,914.02,4148.41,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",53,4843,9,12,1300,NA,383.52,180,"Loreto",0,"TECNICA",9,0,383.52,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",39,5301,14,12,2184,675.96,3070.46,209,"Lima",0,"TECNICA",14,675.96,3070.46,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,4356,90,3,4870,6118.26,848.34,186,"Ancash",2,"TECNICA",90,6118.26,848.34,"Media o menos","No Propia","OTRAS",TRUE,FALSE,FALSE
1,1,"FAMILIAR",30,4233,5,12,1201.86,1700,3864.88,175,"Lima",0,"TECNICA",5,1700,3864.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",43,5148,9,12,2135,341.52,0,196,"Lima",1,"TECNICA",9,341.52,2924.88,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
